text,label
joe exotic tests positive for coronavirus in prison its been confirmed�,0
how to keep your business going during the coronavirus outbreak  coronavirus smallbusiness,0
13 additional cases have recovered so our total number of active cases is 97 of those 39 are imported cases in miq facilities and 58 are community cases,1
mosquitoes can transfer covid19 “from person to person”,0
acc to  as per the current evidence the period of infectivity starts 2 days prior to onset of covid19 symptoms amp lasts up to 8 days the extent amp role played by asymptomatic covid infections in transmission still remain under investigation,1
rt  some pets in the us have tested positive for covid19 mostly after contact with a person with covid19 protect your pets…,1
breaking coronavirus revealed to base its decision to infect you on your level of alertness,0
our daily update is published we’ve tracked a total of 1267658 completed tests up from 1149960 yesterday thats 118k the largest number yet note we can only track tests that a state reports and not all states report all tests for details,1
our combined total of confirmed and probable cases remains at 1504  the number of recovered cases is 1482  there are no additional deaths to report  there is no one in new zealand receiving hospitallevel care for covid19,1
indiafightscorona this pie chart shows the overall percentage of covid cases in three different categories 7592 of the total cases are recovered discharged 2224 of the total cases are active 184 of the total cases are deaths secretary,1
people in northeast england will not be able to meet others outside their household from today,1
newly updated the practice essentials of covid19,1
says if youre refused service at a store for not wearing a mask call the department of health and report the store masks are suggested not required�,0
former nyc mayor rudolph giuliani said he bought 2m in shares of novartis a primary supplier of hydroxychloroquine in early february,0
as at 1150 pm 19th april the breakdown of cases by state is lagos 376 fct 88 kano 36 osun 20 oyo 16 edo 15 ogun 12 kwara 9 katsina 12 bauchi 7 kaduna 6 akwa ibom 9 delta 4 ekiti 3 ondo 3 enugu 2 rivers2 niger 2 benue 1 anambra 1 borno 1 jigawa 2,1
dr manisha patil died due to covid19 while treating coronavirus patients in maharashtra india,0
an update on managed isolation protocols ⁣ ⁣ from 1159 on april 9th everybody coming across the border to go into 14 days of quarantine or managed isolation since then more than 19000 people have been in one of those facilities,1
go to 2020censusgov and fill out this census form so you can get your stimulus check�,0
breaking former presidential candidate herman cain dies of covid19,0
the cases of covid19 the disease caused by the novel coronavirus is not real and was planned by us billionaire bill gates to push the use of vaccines and microchip implants,0
